a,b,c,alpha,volume,phi1,PHI,phi2,GrainID,final_discrete_volume,final_conti_volume,phaseID
6.1195658194762474,3.1210765981711526,11.154008420743972,16.569923400878906,1784.7385753040107,164.55793385357558,16.986969589377516,153.17335512022953,0,1742.5003051757812,1784.7385753040107,1
5.657211434877239,2.9964178774164734,9.915399064919486,23.353355407714844,1408.10030631158,0.9954718770913251,238.7102306320774,335.0814570763922,1,1376.5525817871094,1408.1003063115797,1
5.120273153185812,3.4844644198592767,8.646629089107602,142.75210571289062,1292.393005485577,300.1421964412221,283.66201880747565,74.32141228100765,2,1260.9901428222656,1292.393005485577,1
5.807379892910335,2.8380588495376604,7.0774196531949585,15.751672744750977,977.2263885248399,207.10895909525823,48.421567475215646,91.67586315313471,3,955.3985595703125,977.2263885248399,1
4.641528924179594,2.9240799862270372,6.6745055181843895,153.9231719970703,758.9060426805157,83.34811649114076,314.81416402090986,299.13215082621275,4,740.753173828125,758.9060426805157,1
4.25516330210596,2.8057630293805786,6.152441060213088,30.474023818969727,615.3657024237897,134.17044691211152,194.89033203735235,353.52820392847343,5,600.677490234375,615.3657024237897,1
5.997780411859229,2.722242038448234,4.33435095036761,9.137024879455566,592.8706836695377,10.567759204132203,262.2171986099324,320.22460054998646,6,578.7391662597656,592.8706836695377,1
4.580207607735627,2.515094024813536,6.054244431138335,18.56783103942871,584.2758624784946,277.7588111166751,288.14964174732313,138.95147841017365,7,570.2934265136719,584.2758624784946,1
5.998939274455056,2.44862159819305,4.4182768439851685,148.57742309570312,543.7104389991299,204.64749984509928,172.88766946273952,124.3492284556269,8,531.7726135253906,543.7104389991299,1
6.374391453741864,2.433565089163077,3.7778160785528194,14.180376052856445,490.9543499536691,176.5405377575839,246.9102941775163,34.796187393465246,9,479.9652099609375,490.95434995366907,1
4.909148976771312,1.727965370006848,6.765479472472688,158.74879455566406,480.79332759164345,88.86973912655391,11.651414639031659,112.69549859669205,10,469.9745178222656,480.7933275916434,1
1.9235240007514713,5.442396458974005,5.442396458974005,93.82621765136719,477.30563907059667,266.09117054134043,83.25078459429128,255.78755833186557,11,465.545654296875,477.3056390705966,2
4.608947551498492,1.6050133412429857,7.611056264835108,172.2947998046875,471.6761860413049,324.21250116279333,266.2149813239216,30.572772270596836,12,460.0868225097656,471.67618604130496,1
2.5412469648945684,4.705959338018963,4.705959338018963,81.7051010131836,471.47841901356395,108.27330734236416,71.53528986642571,320.10132799107134,13,460.80780029296875,471.47841901356384,2
3.686381656244816,2.338091009607611,5.958452714657314,171.3695526123047,430.2429973378245,40.71296997427323,231.8418254755959,114.7369216396977,14,419.5060729980469,430.2429973378245,1
2.1413122047908306,4.84450208043527,4.84450208043527,75.81392669677734,421.01434231425384,200.4918503681865,17.83232710832628,250.26487806256415,15,411.163330078125,421.01434231425384,2
5.789640439092048,2.061152937244322,4.1985487903717305,171.82688903808594,419.73928653173425,307.2596279547696,66.54600812643783,178.5707620641698,16,410.13336181640625,419.7392865317343,1
3.3511940859414877,2.651753520895149,5.295030193008245,15.771578788757324,394.202869159322,23.178582892368777,328.14628747209974,147.39608582059694,17,384.8991394042969,394.202869159322,1
6.072626585822618,1.9247555288007268,4.008155908198664,177.73780822753906,392.47804141398524,89.39610592839325,111.11180810225936,351.57371030276977,18,383.0451965332031,392.4780414139852,1
5.825055385990968,1.9389945514796263,3.9822495230305432,6.424576282501221,376.8111295557435,308.5559044065806,183.30536989405294,110.49770629301938,19,367.8016662597656,376.81112955574355,1
3.369020586917527,2.546199191238916,5.199508334706058,34.20819091796875,373.6602709170288,170.23041695951565,114.07760518484179,120.6319323193127,20,365.22674560546875,373.66027091702875,1
3.4495732697704895,2.4643765660475156,4.770798932601007,19.37746238708496,339.7677566184367,208.13111164344133,253.32577218611064,248.15863086285847,21,332.5767517089844,339.7677566184367,1
3.376354499191182,2.222274198518184,5.146949485875391,26.07370948791504,323.5297288939918,77.14236498972159,168.57822645617827,143.70512043737074,22,316.5092468261719,323.52972889399183,1
1.2720080053379383,5.456048102571023,5.456048102571023,85.75072479248047,317.22311882732174,149.60648594844284,60.82792013540454,108.26609162284998,23,309.9174499511719,317.22311882732174,2
2.9762579449137943,2.271158179215791,5.543013985346717,2.477015256881714,313.893649632883,298.1742656599654,179.06544196724886,176.18336168643458,24,306.5185546875,313.893649632883,1
1.3471791868957637,5.199828578383646,5.199828578383646,86.61039733886719,305.15607675576973,105.17593228963163,41.12005944869129,333.1334481259327,25,299.5147705078125,305.1560767557698,2
3.6382835599953594,1.6754462243082888,5.423268386991496,167.03070068359375,276.9534244721569,193.73587962374157,208.51667952749725,21.415109197428226,26,271.29364013671875,276.9534244721569,1
3.2339964420039635,2.4151037116342944,4.227868087801584,163.42430114746094,276.64024253245947,286.25093519600125,118.90653731954598,178.0620530654688,27,270.7786560058594,276.64024253245947,1
1.861497602329703,3.0490006053867824,5.645599778330162,60.71466064453125,268.4408987033373,41.73448937491326,336.2618008001771,338.9029994453107,28,262.7449035644531,268.4408987033374,1
4.6980164741069395,2.1418484909757707,3.0964083029849494,177.8495330810547,261.0238014797065,260.4213062122253,83.2006271623161,285.994530239005,29,254.09317016601562,261.02380147970655,1
6.2408989603388525,1.6879866920132922,2.834629995504874,8.725543022155762,250.167652449034,95.71873051477176,102.38048402185245,281.78584868313453,30,245.1324462890625,250.16765244903402,1
1.865410561303659,5.592286744568194,2.759633232804636,45.48307800292969,241.17585913293146,270.7226115880493,86.56055168454877,267.2532378006217,31,236.17172241210938,241.1758591329315,1
2.3654395234770873,3.428258448563968,3.428258448563968,47.59752655029297,232.9043306411665,314.53645999968666,107.02803652388552,52.817601131783285,32,227.72598266601562,232.90433064116652,2
1.882331582606114,3.7231473479525223,3.7231473479525223,74.66690826416016,218.59246253227798,21.73547664310457,16.987268429468607,25.458897640448846,33,214.2333984375,218.59246253227803,2
1.2872091829594379,4.339139965985848,4.339139965985848,64.34638214111328,203.03693686727357,154.6456105115675,34.29129956834308,194.0903382689116,34,198.37188720703125,203.03693686727357,2
5.2237638975044405,1.4102947155706802,3.208518502280204,7.709120750427246,198.02342654988914,131.92581198406586,43.31440320659074,24.229521468958232,35,192.91305541992188,198.02342654988914,1
4.298428010304698,1.8464331455157614,2.972932312157603,3.0323240756988525,197.6727806356562,279.8154877345868,81.53137283307133,309.250739429639,36,193.11904907226562,197.6727806356562,1
1.7364833128588975,3.5850129702458484,3.5850129702458484,80.71321105957031,186.96946342128865,261.5941473524926,125.14709238523918,47.07174231721791,37,182.61337280273438,186.96946342128862,2
1.377990853013154,3.9974802502706206,3.9974802502706206,96.76815032958984,184.47503154557572,69.38363880140619,147.8664829159246,63.688188061943066,38,180.450439453125,184.4750315455757,2
2.581002915704047,1.6480318573716428,5.147727312390856,177.0382843017578,183.4375477293918,351.61740524677793,281.1640803820624,211.22600091853795,39,179.31747436523438,183.4375477293918,1
1.476740933427365,3.8333638098382434,3.8333638098382434,82.5247802734375,181.79544394612137,105.09399889746909,147.78613006523193,257.5866552271014,40,177.46353149414062,181.79544394612137,2
2.845797341861916,1.8675772785999059,4.014259465243482,164.55569458007812,178.73376177563,157.38809450124486,145.38323285607953,115.5755167102336,41,174.37362670898438,178.73376177563,1
4.539348050352199,1.653055992237613,2.821732361957632,177.83473205566406,177.38441963132615,188.1230138716638,196.36161810168844,173.5955629008078,42,173.75564575195312,177.38441963132612,1
5.447412646056006,1.355767524405822,2.858734680479011,35.877891540527344,176.87561247204923,209.06302727726634,158.72014389161555,279.3567854399549,43,173.13766479492188,176.87561247204926,1
2.895141726330856,1.811804083064992,3.998369580713281,158.50796508789062,175.70438589581792,97.79228928395496,6.64610007897712,219.8763106611057,44,172.00469970703125,175.70438589581795,1
2.35038131135055,2.9756646996104115,2.9756646996104115,64.70586395263672,174.3511900901812,329.4630047873371,34.36924714884081,266.5504565773847,45,169.84176635742188,174.35119009018118,2
2.5963610620589295,2.099917307387221,3.792991632609635,20.520143508911133,173.2478165743147,59.27032111173824,148.79994091792136,159.67243440672294,46,169.12078857421875,173.2478165743147,1
3.93123849861818,2.1586590002344694,2.3950548331991,165.37449645996094,170.27367163978195,354.0899420281166,331.1615812674355,159.36380770341646,47,166.33987426757812,170.27367163978198,1
2.555104493942967,1.452170359287924,5.414664673289828,34.313880920410156,168.3125132628914,250.46152186605653,154.21799451640953,192.3518184416788,48,163.970947265625,168.3125132628914,1
2.049865380912109,3.113554209877667,3.113554209877667,69.92284393310547,166.4779843968999,117.37382025231702,33.09644573340556,305.2780307957383,49,162.83798217773438,166.4779843968999,2
2.158555868275827,2.4633369202112205,3.695191853797874,72.02619934082031,164.6048800026657,98.31069626381849,192.95511653650826,220.83729099133464,50,160.05706787109375,164.6048800026657,1
1.7564116242287722,2.4131988927431136,4.6049234596755895,58.70763397216797,163.51607015921545,284.3778233171032,164.4958657335709,212.6792365211601,51,159.4390869140625,163.51607015921545,1
1.8882174843338402,3.1627805129847855,3.1627805129847855,75.64006042480469,158.23725057309716,171.50113660296796,36.80685995560568,152.6881248752863,52,154.59823608398438,158.23725057309713,2
3.2225671501909745,1.0107855403751749,5.472120654365817,13.669780731201172,149.3259429248285,339.55956740803026,318.5294790076053,337.4786932003174,53,145.22552490234375,149.3259429248285,1
2.482615784091076,1.9311924768836208,3.572993720817362,143.8343048095703,143.51124467836937,255.01319475736184,71.50113051242745,21.196351158461958,54,139.76669311523438,143.5112446783694,1
3.8056510225368654,2.340035567418636,1.8851022452543158,30.401620864868164,140.63872976558133,312.54420364877916,291.08195072162283,274.8085863268942,55,137.1917724609375,140.63872976558133,1
1.6935862842851914,3.128005741161255,3.128005741161255,85.89813232421875,138.8228690755026,45.3428596683067,73.51698877397206,290.4263259867461,56,135.1318359375,138.82286907550258,2
2.1162134814833697,2.70194169509544,2.70194169509544,75.14712524414062,129.42853282140644,149.10136576806661,143.29922928961392,206.32613480937366,57,126.17111206054688,129.4285328214064,2
2.329994488538858,2.5573544737379343,2.5573544737379343,111.90740203857422,127.66015218292796,300.69844454987367,23.815145831891744,319.0278312383737,58,124.8321533203125,127.66015218292796,2
4.028157182526446,1.3766894033882686,2.722122945946628,1.4492508172988892,126.46452576320996,117.89675733273926,146.65899102458232,112.41807673031812,59,123.59619140625,126.46452576320999,1
3.420468106410964,1.8751889848465644,2.267554780705014,10.27839183807373,121.84479489491363,106.56601285892458,178.8008981149945,36.217811812205994,60,119.37332153320312,121.84479489491362,1
2.706153642132983,1.103267563115828,4.852764385919384,5.355733871459961,121.37831676694803,235.6101634460736,97.44408000238344,350.1546685663967,61,118.65234375,121.37831676694803,1
1.1989318217876894,3.398652953280314,3.398652953280314,86.26944732666016,116.01836256353856,235.07379719096124,37.43512299953288,36.646319740110016,62,112.884521484375,116.01836256353859,2
2.3929833257526534,1.6399758321545401,3.432032507402586,2.385774850845337,112.83585347409944,83.78734879117741,176.4063262620689,180.86382034803307,63,110.30960083007812,112.83585347409941,1
1.458720657908849,3.0180566654361978,3.0180566654361978,80.96305847167969,111.31290514149065,95.86319824695066,118.98228568082018,227.14436471498527,64,108.66165161132812,111.31290514149066,2
2.427342542014388,3.4058880859532144,1.563026508815228,60.6106071472168,108.25460744531799,148.29657349287473,59.14596712370558,47.134666201036765,65,105.67474365234375,108.254607445318,1
3.671698314595472,1.423938411383729,2.4599398511983,179.59231567382812,107.74603287539013,257.782720316733,117.47419554531635,34.61359016407827,66,105.0567626953125,107.74603287539011,1
0.9353811292044566,3.6590075959268686,3.6590075959268686,91.92545318603516,104.91409316126881,340.34460095889216,126.5668363823721,185.5324014687359,67,102.89382934570312,104.9140931612688,2
