a,b,c,alpha,volume,phi1,PHI,phi2,GrainID,final_discrete_volume,final_conti_volume,phaseID
6.75026410864721,3.7208761740669716,6.328960057191952,11.323156356811523,1331.7323281958872,222.9189981970718,112.87098092420484,170.29546530926848,0,1300.9529113769531,1331.7323281958875,1
5.2079455366111755,3.030546986409017,8.41258267800541,151.83750915527344,1112.3344965041877,12.10700776961341,258.84991763093996,171.78299293829255,1,1086.4105224609375,1112.3344965041877,1
5.884709938596914,2.308676450372159,9.56721058117552,6.2775373458862305,1088.9102155891885,288.6531541500178,46.85332161674007,106.67580364122114,2,1062.92724609375,1088.9102155891885,1
6.770043493684146,2.6643414860710135,6.397186554405546,15.167770385742188,966.6938745550965,288.00255768934403,256.6293871934897,246.71506298434767,3,944.7898864746094,966.6938745550964,1
4.779553546774319,2.217416777882607,10.57712306744295,174.603759765625,939.1194239726692,115.13578834043713,71.26469576743911,274.74439856914165,4,916.8777465820312,939.1194239726692,1
4.543062314726936,3.411118484736469,6.963801422900334,179.11770629882812,904.0875362052303,279.6655796214819,110.27782941810382,23.245302977509805,5,884.2277526855469,904.0875362052304,1
5.629654197062107,3.1939142535858625,5.294839704882008,168.3599853515625,797.5839269373247,73.12096361402558,112.91538299058884,82.72722746061179,6,779.47998046875,797.5839269373246,1
3.881497103416705,3.157070787135033,7.325665366707005,6.833661079406738,752.054418905659,44.773623282726106,349.1363595664043,12.56380503067485,7,735.6033325195312,752.054418905659,1
4.907013672145037,3.2070579959406853,5.500852613406441,17.923002243041992,725.2248812416789,79.47905468338895,266.69200003584,289.23595331749124,8,709.3391418457031,725.2248812416786,1
4.442349888604246,2.6187435355785884,7.172536724228893,14.086593627929688,699.0320935258964,205.19857791498504,1.8688087086154814,72.45362691009407,9,683.3839416503906,699.0320935258964,1
6.170100857676889,2.88757770678801,4.533974569657871,15.502678871154785,676.7427755977185,322.20481486925684,352.59472073890635,263.2378112230771,10,661.4456176757812,676.7427755977186,1
2.1649555374672484,5.777489034335612,5.777489034335612,89.760009765625,605.4047807962266,313.1020445234381,31.007328266789486,295.2340675767633,11,590.5838012695312,605.4047807962266,2
4.652894633720834,2.5727406265696593,5.137853677847613,20.352405548095703,515.2518492996633,303.81072362973583,91.67911165883858,155.0231060724326,12,502.5215148925781,515.2518492996633,1
3.0469924653040077,3.4108724818993403,5.772083894150987,131.87916564941406,502.56021313197095,223.98481076428348,176.37285600083575,310.2114502851924,13,491.0888671875,502.5602131319709,1
5.283862769080831,2.8570599194445125,3.949882415580912,7.589898109436035,499.54388910270956,129.79799993031986,199.1487264312154,269.96891565745136,14,487.2779846191406,499.54388910270956,1
1.8556749044078236,5.412587349034389,5.412587349034389,85.33094024658203,455.4391242595543,45.478331109757185,79.29623033114318,216.64357928857916,15,445.770263671875,455.4391242595543,2
5.32550840014536,2.1100448657258974,4.777862867282265,17.611797332763672,449.78508436148934,338.4957385406134,82.54738811379579,106.1923889243875,16,439.38446044921875,449.7850843614894,1
6.32051494008121,1.8622753497609323,4.502131304555388,7.7474045753479,443.94903769003236,225.1564428276008,102.9303773776302,14.446329770503699,17,434.02862548828125,443.9490376900324,1
5.721263382813333,2.2407119219280123,3.9721377783295058,16.049692153930664,426.60002371267336,355.9075548830744,243.1753137010688,207.43970932526318,18,417.0341491699219,426.6000237126734,1
5.368741317208222,2.485076380161216,3.743115491556794,144.51048278808594,418.37338848372536,23.441107318560647,357.9570310737837,122.45932559305118,19,408.89739990234375,418.37338848372525,1
